Country Name,Country ID,Gender,Ruler Name,Person ID,Ruler Dynasty,Secondary Dynasty,Rule Start Month,Rule Start Year,Rule End Month,Rule End Year,Regency 1?,Regent Name,Regent Person ID,Regency 2? ,ID,Start Regency1 Month,Start Regency 1 Year,End Regency1 Month,End Regency1 Year,Start Regency2 Month,Start Regency2 Year,End Regency 2 Month ,End Regency2 Year,Regency 3 name ,ID,Regency 3 Begin Year ,Regency 3 End Month,Regency 3 End ,Was assasinated?,Was Sickly?,Other Notes,IS_MEMBER_HRE,IS_MEMBER_GC,IS_MEMBER_NGC,Is_Member_Habsburg_Alliance_Block,Is_Member_Spanish_Alliance_Block,Capital_Name,Capital_Lat,Capital_Long,Religion,"Reference For Rule Date: 1 for rule begin and end directly from 'Rulers and Governments', 3 for 'Rulers and Governments' as primary source but some minor modification was made or comment was necessary, 4 for ""Monarchs, Rulers, Dynasties and Kingdoms of the World"" as primary source, 5 for other citation, 6 for primary source was non-Rulers and Governments, and some minor modification was made or comment was neccesary",Note on Ruler Coding,Rule Is Transferred to this Individual as a Result of War Outcome,Citation for Rule Is Transferred to this Individual as a Result of War Outcome,Is_Landlocked,Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,Belgium,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,Crown of Castile,Duchy of Holstein,Duchy of Limburg,Duchy of Lucca,Duchy of Luxembourg,Duchy of Parma,Electorate of Saxony/Kingdom of Saxony/Saxony,Electorate/Duchy/Kingdom of Bavaria,Grand Duchy of Hesse (Hesse-Darmstadt),Electorate of Hesse (Hesse-Kassel),Electorate/Margraviate of Brandenburg/Brandenburg-Prussia/Kingdom of Prussia,France -- First French Empire,French First Republic,France -- Kingdom of France,France -- Second French Empire,French Second Republic,French Third Republic (1870-1940),German Confederation [HRE Successor],German Empire [HRE Successor],Grand Duchy of Baden,Grand Duchy of Lithuania,Grand Duchy of Tuscany,Holy Roman Empire,Independent Principality of Lichtenstein,Kingdom of Bohemia,Kingdom of Denmark,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,Kingdom of Greece,Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,Kingdom of Hungary/ Christian Hungary,Kingdom of Naples,Kingdom of Navarre,Kingdom of Norway,Kingdom of Poland/Polish-Lithuanian Commonwealth,Kingdom of Portugal and the Algarves,Kingdom of Romania/United Principalities/Kingdom of Romania/Moldavia,Kingdom of Sardinia/ Peidmont-Sardinia/ Kingdom of Italy,Kingdom of Scotland ,Kingdom of Sicily ,Kingdom of Sweden,Kingdom of the Two Sicilies,Kingdom of Württemberg,Mecklenburg-Schwerin,Mecklenburg-Strelitz,North German Confederation [HRE Successor],Oldenburg,Principality of Bulgaria/Kingdom of Bulgaria,Principality of Montenegro/Kingdom of Montenegro,Principality of Serbia/Kingdom of Serbia,Principality of Zeta,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,Russia -- Grand Duchy of Moscow,Russia -- Tsardom of Russia/Russian Empire,Saxe-Weimar-Eisenach,Spain -- Crown of Aragon,Spain -- Habsburg Spain,Spain -- Kingdom of Spain,Religion Citation,Capital Location Citation
Electorate/Duchy/Kingdom of Bavaria,20,M,"Maximilian III Joseph, Elector of Bavaria",11796,Wittelsbach,,April,1764,December,1777,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,"Charles  IV Theodore, Elector of Bavaria",11824,Wittelsbach,,December,1777,March,1791,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,"Charles  IV Theodore, Elector of Bavaria",11824,Wittelsbach,,March,1791,February,1799,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,February,1799,May,1800,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,May,1800,January ,1801,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,No,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,January,1801,,1803,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,No,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,,1803,June,1805,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,Never,No,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,June,1805,August,1805,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,Yes,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Bavaria,https://en.wikipedia.org/wiki/Electorate_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,August,1805,January,1806,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,Yes,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,January,1806,March,1806,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph of Bavaria,637,Wittelsbach,,March ,1806,August,1806,,,,,,,,,,,,,,,,,,,,,,1,,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,Yes,No,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,,French Domination Under Confederation of the Rhine,Interegnum under French Domination,,,January,1807,April,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,Never,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,No,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,,French Domination Under Confederation of the Rhine,Interegnum under French Domination,,,April,1809,February ,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,DNE,No,Never,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,No,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,,French Domination Under Confederation of the Rhine,Interegnum under French Domination,,,February,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,No,Never,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,No,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,,French Domination Under Confederation of the Rhine,Interegnum under French Domination,,,February,1810,,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,No,Never,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,No,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph,637,Wittelsbach,,January,1815,January,1816,,,,,,,,,,,,,,,,,,,,,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,3,"While R+G has him ruling without interruption, we list his country as losing sovereignty for a period under Napoleonic domination",,,1,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Yes,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,Yes,DNE,Never,DNE,Never,DNE,DNE,Yes,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,No,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph,637,Wittelsbach,,January,1816,February,1819,,,,,,,,,,,,,,,,,,,,,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,3,"While R+G has him ruling without interruption, we list his country as losing sovereignty for a period under Napoleonic domination",,,1,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Yes,Never,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,Yes,DNE,Never,DNE,Never,DNE,DNE,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,Never,Yes,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian I Joseph,637,Wittelsbach,,February,1819,October,1825,,,,,,,,,,,,,,,,,,,,,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,3,"While R+G has him ruling without interruption, we list his country as losing sovereignty for a period under Napoleonic domination",,,1,Yes,DNE,DNE,DNE,Never,DNE,Never,Never,Never,Yes,Never,Yes,Yes,No,DNE,DNE,No,DNE,DNE,DNE,Yes,DNE,Yes,DNE,Never,DNE,DNE,Yes,Never,Never,DNE,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,Never,Yes,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Ludwig I,1138,Wittelsbach,,October,1825,March,1848,,,,,,,,,,,,,,,,,,,,,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,Never,DNE,DNE,Never,Never,Never,Never,Never,Yes,Never,Yes,Yes,No,DNE,DNE,No,DNE,DNE,DNE,Yes,DNE,Yes,DNE,Never,DNE,DNE,Yes,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,Never,Yes,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Maximilian II,1143,Wittelsbach,,March,1848,March,1864,,,,,,,,,,,,,,,,,,,,Physically ill often,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,1,,,,1,Yes,Never,DNE,DNE,Never,Never,DNE,Never,Never,Yes,Never,Yes,Yes,No,DNE,DNE,DNE,DNE,Never,DNE,Yes,DNE,Yes,DNE,Never,DNE,DNE,Yes,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,Never,Yes,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Ludwig II,1145,Wittelsbach,,March ,1864,,1866,,,,,,,,,,,,,,,,,,,murdered mysteriously,,,,1,,,,Munich,"48,135125","11,581981",Roman Catholic,3,We list rule as ending sooner than R+G because we end sovereignty earlier,,,1,Yes,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Yes,Never,Yes,Yes,No,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,DNE,Never,DNE,DNE,Yes,Never,Never,Never,Never,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,DNE,Yes,DNE,DNE,DNE,DNE,Never,Never,Never,Never,Never,DNE,Never,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Electorate/Duchy/Kingdom of Bavaria,20,M,Ludwig II,1145,Wittelsbach,,,1866,,1871,,,,,,,,,,,,,,,,,,,murdered mysteriously,,,,,,,,Munich,"48,135125","11,581981",Roman Catholic,3,We list rule as ending sooner than R+G because we end sovereignty earlier,,,1,Yes,Never,DNE,DNE,DNE,DNE,DNE,Never,DNE,Yes,Never,Yes,Yes,No,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,DNE,Never,DNE,DNE,Yes,Never,Never,Never,DNE,DNE,DNE,DNE,Never,DNE,Never,Never,Never,DNE,DNE,No,DNE,Yes,Never,Never,Never,Never,Never,Never,Never,Never,Never,DNE,Never,Never,DNE,DNE,Never,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria,https://en.wikipedia.org/wiki/Kingdom_of_Bavaria
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,"Ernest Augustus, Elector of Brunswick-Luneburg",758,Hanover,,,1692,,1698,,,,,,,,,,,,,,,,,,,,,,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Never,Yes,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Louis,341,Hanover,,,1698,July,1711,,,,,,,,,,,,,,,,,,,,,suffered a stroke,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Never,Yes,Never,DNE,Never,Never,Never,DNE,Never,Never,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Louis,341,Hanover,,July,1711,January,1720,,,,,,,,,,,,,,,,,,,,,suffered a stroke,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Never,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Louis,341,Hanover,,January,1720,June,1727,,,,,,,,,,,,,,,,,,,,,suffered a stroke,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Augustus,321,Hanover,,,1727,March,1738,,,,,,,,,,,,,,,,,,,,,blind in one eye and hard of hearing; died from an incipient aortic aneurysm,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Augustus,321,Hanover,,March,1738,June,1757,,,,,,,,,,,,,,,,,,,,,blind in one eye and hard of hearing; died from an incipient aortic aneurysm,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Augustus,321,Hanover,,June,1757,January,1758,,,,,,,,,,,,,,,,,,,,,blind in one eye and hard of hearing; died from an incipient aortic aneurysm,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,27,M,George Augustus,321,Hanover,,January,1758,May,1759,,,,,,,,,,,,,,,,,,,,,blind in one eye and hard of hearing; died from an incipient aortic aneurysm,1,,,,,Hanover,"52,375892","9,73201",Lutheran,1,,,,0,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Never,DNE,DNE,Yes,DNE,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Yes,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Electorate_of_Hanover,https://en.wikipedia.org/wiki/Electorate_of_Hanover
