War Num (Hard),War Names (Wright War Name Listed First If Available),State 1 Name,State 1 ID,State 2 Name,State 2 ID,Year,Month of Beginning,Month of Ending,Wright's aggressor,Wright's aggressor 2,Wright's aggressor 3,Wright's aggressor 4,Wright's aggressor 5,Wright's aggressor 6,Wright's type [(B)alance of Power; <C>ivil; (D)efensive; (I)mperial ],Wright's # of battles,HRE_Fractured,GC_Fractured,NGC_Fractured,Spanish_Alliance_Fractured,Austrian_Alliance_Fractured ,"Dyad is Wright Unmodified [1 means it does not, 1-D means it does not (but other potential Wright dyads were deleted); 1-M means that one of the participatns was listed by Wright as being in the war, but a minor state not covered by Wright was added; and M means the war or war phase was missed by Wright; 1-S means the dyad is in Wright, but sides in the conflict differ from his text due to a country changing sides or a clear error. Compound wars are too complex to code solely using Wright. ]",Wright Modification,Citation,Note
11,American Revolution,Britain,177,Netherlands,66,1782,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,Spain,375,1782,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,France,304,1782,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,France,375,1782,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,Netherlands,66,1783,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,Spain,375,1783,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,France,304,1783,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
11,American Revolution,Britain,177,France,375,1783,,,66,304,375,,,,C,13,,,,,,1,,War (P. 37-68); Langer (P.476),
12,"Anglo Dutch Naval War, First Anglo-Dutch War",Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1652,7,-,177,,,,,,B,1,,,,,,1-D,"Langer (among others) list the end year in 1654 whereas War lists the war ending in 1655. Wright lists the Peace of Westminster as ending the war, which was signed in 1654. Therefore, it seems that he made a typo in ending the war a year later. We overrule him here and say the war ended in 1654.","Langer 459, War 422",
12,"Anglo Dutch Naval War, First Anglo-Dutch War",Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1653,-,-,177,,,,,,B,1,,,,,,1-D,"Langer (among others) list the end year in 1654 whereas War lists the war ending in 1655. Wright lists the Peace of Westminster as ending the war, which was signed in 1654. Therefore, it seems that he made a typo in ending the war a year later. We overrule him here and say the war ended in 1654.","Langer 459, War 422",
12,"Anglo Dutch Naval War, First Anglo-Dutch War",Kingdom of England/ England-Scotland/Great Britain/United Kingdom,177,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,66,1654,-,6,177,,,,,,B,1,,,,,,1-D,"Langer (among others) list the end year in 1654 whereas War lists the war ending in 1655. Wright lists the Peace of Westminster as ending the war, which was signed in 1654. Therefore, it seems that he made a typo in ending the war a year later. We overrule him here and say the war ended in 1654.","Langer 459, War 422",
13,Arundel's Rebellion/ Anglo-French War (1549–1550),England,177,Kingdom of France,304,1550,,3,304,178,,,,,C,3,,,,,,1,,Langer P.398; War P. 196,
13,Arundel's Rebellion/ Anglo-French War (1549–1550),England,177,Kingdom of Scotland,178,1550,,3,304,178,,,,,C,3,,,,,,1,,Langer P.398; War P. 196,
14,Austria-Sardinia/ Italian Revolution/ Roman Republic War ,Austria,216,Sardinia,343,1848,,,343,,,,,,B,12,,,,,,1,,War P.612,
14,Austria-Sardinia/ Italian Revolution/ Roman Republic War ,France,304,Sardinia,343,1848,,,343,,,,,,B,12,,,,,,1,,War P.612,
14,Austria-Sardinia/ Italian Revolution/ Roman Republic War ,Austria,216,Sardinia,343,1849,,8,343,,,,,,B,12,,,,,,1,,War P.612,
14,Austria-Sardinia/ Italian Revolution/ Roman Republic War ,France,304,Sardinia,343,1849,,8,343,,,,,,B,12,,,,,,1,,War P.612,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Austria,216,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Austria,216,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Baden,19,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Baden,19,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Bavaria,20,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Bavaria,20,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Hanover,27,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Hanover,27,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Saxony,56,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Saxony,56,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Hesse Duchy,28,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Hesse Duchy,28,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Hesse Electorate,29,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Hesse Electorate,29,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,Wurttemberg,63,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,Wurttemberg,63,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,France,304,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,France,304,1866,6,7,172,343,,,,,B,19,,,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Prussia,172,German Confederation,379,1866,6,7,172,343,,,,,B,19,,1,,,,1,,War P.1024,
15,Austro-Prussian War/ Seven Weeks' War,Sardinia,343,German Confederation,379,1866,6,7,172,343,,,,,B,19,,1,,,,1,,War P.1024,
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1787,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1787,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1788,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1788,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1789,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1789,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1790,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1790,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1791,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1791,,,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Russia,83,Ottoman,245,1792,,1,216,83,,,,,B,13,,,,,,1,,War (P.293),
16,Austro-Turkish War/Catherine the Great's 2nd War with Turks (War)/ Ottoman War (Levy),Austria,216,Ottoman,245,1792,,1,216,83,,,,,B,13,,,,,,1,,War (P.293),
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Holy Roman Empire,379,Venice,349,1615,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Archduchy of Austria/Habsburg Empire,216,Venice,349,1615,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Holy Roman Empire,379,Venice,349,1616,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Archduchy of Austria/Habsburg Empire,216,Venice,349,1616,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Holy Roman Empire,379,Venice,349,1617,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Archduchy of Austria/Habsburg Empire,216,Venice,349,1617,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Holy Roman Empire,379,Venice,349,1618,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
17,Austro-Venetian War/ Uskok War (Part of 30 Years War),Archduchy of Austria/Habsburg Empire,216,Venice,349,1618,,,216,379,,,,,B,,1,,,,,1,,War P.1139,Uskok War gets one sentence in War. Langer doesn't mention at all. I'm going to list this as a purely Austrian battle because we are on the eve of the 30 yrs war. Some seem to think Spain participated. We defer to Wright in excluding them.
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",HRE,379,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1503,12,,157,,,,,,,,1,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",Archduchy of Austria/Habsburg Empire,216,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1503,12,,157,,,,,,,,,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",Electorate/Margraviate of Brandenburg,172,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1503,12,,157,,,,,,,,,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",HRE,379,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1504,,10,157,,,,,,,,1,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",Archduchy of Austria/Habsburg Empire,216,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1504,,10,157,,,,,,,,,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
18,"Bavarian War of 1503-04 (No Wright Name)/ Bavarian War (War of the Landshut Succession)
(1503–1504)",Electorate/Margraviate of Brandenburg,172,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,157,1504,,10,157,,,,,,,,,,,,,M,Missed Minor States,Brecke Entry 576; War P. 177,"War is between HRE loyalists and minor states not mentioned in Wright. Forces involved were large ""devastating
southern Germany""; However, arguably Rupert was leading a rebellion because his dad was king? Unclear how much his dad allowed this to happen. Palatine used Bohemian mercenaries, so I'm going to mark them as nuetral. Brandenburg was a member of the Swabian league, so I have them opposed."
19,Belgian Revolt,Netherlands,66,Belgium,99999,1831,,,99999,304,177,,,,C,,,,,,,1,,Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,Britain,177,1831,,,99999,304,177,,,,C,,,,,,,1,,Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,Hanover,27,1831,,,99999,304,177,,,,C,,,,,,,1-M,"Added Hanover to England's side b/c of personal union, with no evidence of divergence",Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,France,304,1831,,,99999,304,177,,,,C,,,,,,,1,,Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,Belgium,99999,1832,,,99999,304,177,,,,C,,,,,,,1,,Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,Britain,177,1832,,,99999,304,177,,,,C,,,,,,,1,,Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
19,Belgian Revolt,Netherlands,66,Hanover,27,1832,,,99999,304,177,,,,C,,,,,,,1-M,"Added Hanover to England's side b/c of personal union, with no evidence of divergence",Langer (P.672),"Langer (P.672);  Support from British seems to be minimal, French forces enforced Belgian borders once independent gov't declared. However we defer to Wright in including GB. "
