budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
18000000,180863,tt2763304,en,T2 Trainspotting,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud and Begbie.",17.645877,/fbHXfr2N4pI2j7i9RLYiddjotBl.jpg,2017-01-27,41412709.0,117.0,Face your past. Choose your future.,T2 Trainspotting,7.1,2017
0,354282,tt4536768,en,Science Fiction Volume One: The Osiris Child,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",13.454531,/3sx69bH2n2tgvknvq2VROJ6lEXS.jpg,2017-08-31,0.0,95.0,,Science Fiction Volume One: The Osiris Child,5.4,2017
5000000,397837,tt1691916,en,Before I Fall,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.",38.995136,/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg,2017-03-02,10025571.0,98.0,What if today was the only day of the rest of your life?,Before I Fall,6.8,2017
0,416477,tt5462602,en,The Big Sick,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",23.424794,/9fJTT8pBxxQsFILJHTtHhdYFr77.jpg,2017-06-23,52620184.0,120.0,An awkward true story.,The Big Sick,7.7,2017
0,411741,tt5962210,en,Ingrid Goes West,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",3.647596,/5zW3sowkXI1DGaD7ngKbfvD4hTI.jpg,2017-08-11,0.0,97.0,She'll follow you.,Ingrid Goes West,7.6,2017
0,425591,tt5710514,en,I Don't Feel at Home in This World Anymore,"When a depressed woman is burglarized, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbor. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.",10.985332,/1stdUlXBc3nxqhdWvZ6wWWEbCQW.jpg,2017-01-19,0.0,96.0,,I Don't Feel at Home in This World Anymore,6.5,2017
175000000,274857,tt1972591,en,King Arthur: Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",44.251369,/qyXPqzlCWf3T9VEpBtquUQZwsgi.jpg,2017-04-27,146175066.0,126.0,From nothing comes a King,King Arthur: Legend of the Sword,6.5,2017
160000000,321612,tt2771200,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,287.253654,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,2017-03-16,1262886337.0,129.0,Be our guest.,Beauty and the Beast,6.8,2017
0,433245,tt5792472,en,Take the 10,"A day in the life of two best friends, a drug dealer, and a store manager collide at a hip-hop concert in the Inland Empire.",2.599128,/hSHQQ5OQciraacyaT6FcOFawUup.jpg,2017-01-20,0.0,80.0,,Take the 10,5.0,2017
125000000,295693,tt3874544,en,The Boss Baby,"A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.",13.392824,/unPB1iyEeTBcKiLg8W083rlViFH.jpg,2017-03-23,498814908.0,97.0,Born leader,The Boss Baby,6.1,2017
0,408220,tt2494376,en,Justice League Dark,Beings with supernatural powers join together to fight against supernatural villains.,11.279503,/lGa2sK2LdcHQjasYyukl3P2nras.jpg,2017-01-24,0.0,75.0,,Justice League Dark,7.0,2017
0,421365,tt5221894,el,Έτερος Εγώ,"A lonely criminology professor attempts to solve the mystery behind five murders by decoding the puzzle of five Pythagorean theorems, in a crime story that features renowned French actor François Cluzet in a key-role.",1.116287,/96m7lORg3aIpMQpwBx7SP1d3qrA.jpg,2017-01-19,0.0,0.0,,The other me,8.0,2017
0,433086,tt5690244,hi,Machines,"This portrayal of the rhythm of life and work in a gigantic textile factory in Gujarat, India, moves through the corridors and bowels of the enormously disorienting structure—taking the viewer on a journey of dehumanizing physical labor and intense hardship.",0.469489,/n0cOLmNuaNxsMmLe7jW89oq41bA.jpg,2017-11-30,0.0,71.0,,Machines,0.0,2017
4696772,398818,tt5726616,en,Call Me by Your Name,"Elio Perlman is spending the summer with his family at their vacation home in Lombardy, Italy. When his father hires a handsome doctoral student, the curious 17-year-old finds himself developing a growing attraction to the young man.",4.300874,/tcNniniS4rfqrLH0oORikJfnIwY.jpg,2017-10-27,0.0,130.0,,Call Me by Your Name,0.0,2017
1500000,414190,tt3171832,en,iBoy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",8.015815,/hq28FmSpvzG2x2iNm9rsjqUOpbN.jpg,2017-01-27,0.0,90.0,His powers are his curse,iBoy,6.0,2017
0,435921,tt6137734,it,L'ora legale,"A small Sicilian town elects a new, honest major but quickly learns that playing by the rules is not as easy as it seems",4.949637,/cBbutP50mc5YnbZE3IpdH7hTj6W.jpg,2017-01-19,0.0,0.0,,L'ora legale,7.0,2017
0,408272,tt5294198,en,Catfight,The rivalry between two former college friends comes to a head when they both attend the same glamorous event.,5.89953,/97Zbegv8V4uM0CwEQvwtMhpqlF5.jpg,2017-03-03,0.0,96.0,A black and blue comedy,Catfight,6.1,2017
100000,428449,tt6265828,en,A Ghost Story,"Recently deceased, a white-sheeted ghost returns to his suburban home to console his bereft wife, only to find that in his spectral state he has become unstuck in time, forced to watch passively as the life he knew and the woman he loves slowly slip away.",24.339781,/ydENrBUenr4khaP6tj4JZn1CpMs.jpg,2017-07-07,15584255.0,92.0,It's all about time,A Ghost Story,6.8,2017
110000000,315837,tt1219827,en,Ghost in the Shell,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",68.726676,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,2017-03-29,169801921.0,107.0,There's nothing sadder than a puppet without a ghost.,Ghost in the Shell,5.9,2017
0,429698,tt4834220,en,Pork Pie,"This remake of 1981’s Goodbye Pork Pie tracks the escapades of a trio of accidental outlaws as they travel the length of New Zealand protesting conformity and chasing lost love, with a posse of cops and a media frenzy in pursuit.",1.023355,/eiKlqTjva0z6RpKmBuln2KmcOEC.jpg,2017-02-02,0.0,105.0,"The misfits, the mini, the mayhem.",Pork Pie,6.0,2017
0,437752,tt6184894,en,Bill Burr: Walk Your Way Out,"No-nonsense comic Bill Burr takes the stage in Nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",1.415218,/A7d04oyODLPp89AJhN27qAFOqL6.jpg,2017-01-31,0.0,77.0,,Bill Burr: Walk Your Way Out,6.8,2017
0,297160,tt3322892,en,XX,This all-female horror anthology features four dark tales from four fiercely talented women.,8.106953,/b7GFrKemsW7L6SpuGQ91ozegbn9.jpg,2017-02-17,30911.0,80.0,Four deadly tales by four killer women,XX,5.0,2017
0,413882,tt5764024,hi,Ok Jaanu,OK Jaanu is an upcoming Indian romantic drama film directed by Shaad Ali and produced by Karan Johar under his banner Dharma Productions. It is an official remake of Mani Ratnam's Tamil film OK Kanmani.,4.448075,/m3rw5feaG87XKfAiQ3oEctKloea.jpg,2017-01-03,345872.0,135.0,,Ok Jaanu,6.0,2017
55000000,341174,tt4465564,en,Fifty Shades Darker,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together.",29.130443,/wnVHDbGz7RvDAHFAsVVT88FxhrP.jpg,2017-02-08,378827494.0,118.0,Every fairy tale has a dark side.,Fifty Shades Darker,6.0,2017
0,346681,tt1781058,en,Wilson,"Middle-aged and divorced, Wilson finds himself lonely, smug and obsessed with his past.",8.984386,/m63h5MxevYrKn3720hVgKZAx86S.jpg,2017-03-24,653951.0,94.0,,Wilson,6.1,2017
6277106,401513,tt4731148,ru,Притяжение,"After an alien ship crash lands onto a Russian city, many who see the inside and the occupants start to question their own existence while there are those who demand the aliens to leave Earth",7.070085,/2lz2GVDsgMlGYSzPl8BeKqqU7MQ.jpg,2017-01-26,0.0,130.0,The Earth is for Humans,Attraction,6.1,2017
0,426830,tt5286268,fr,Mes trésors,A high-profile burglar reconciles with his two daughters (half-siblings) to help him retaliate against his ex-partner who betrayed him.,2.872817,/AfUebvbwsS4DPihTNcWpjBBv2Bs.jpg,2017-01-04,0.0,91.0,,Family Heist,6.0,2017
0,420245,tt3622110,en,Don't Knock Twice,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.,11.359142,/myaS2ytIh7zgjhOr4FY8d0lOjeK.jpg,2017-02-03,0.0,93.0,Pray she doesn't answer.,Don't Knock Twice,5.3,2017
0,334535,tt3893280,en,The Ticket,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,5.803266,/uyaUbLVoxgJMw3JSGljyOGYpXtz.jpg,2017-04-07,0.0,97.0,What would you sacrifice for a second chance?,The Ticket,5.6,2017
0,340584,tt4680980,en,Lavender,A photographer struggling with memory loss discovers her pictures may indicate something sinister is hitting close to home.,3.528884,/ugTImNkM6MoHRCo2KkcGMw2m1as.jpg,2017-03-03,0.0,92.0,The past won't forget,Lavender,5.5,2017
0,356500,tt4372390,en,Detour,"A young law student, grieving for his dying mother, struggles to decide whether he should kill his unfaithful step-father.",9.184739,/pUrMq4yr5KyYvV3am9f2y3HBYy6.jpg,2017-01-20,0.0,97.0,"When you want someone dead, which road would you choose?",Detour,5.9,2017
0,352885,tt1330018,en,The Book of Love,"After tragedy strikes Henry and Penny, he befriends a tenacious young girl and discovers she is constructing a raft to sail across the Atlantic to find her lost father. Together, along with some unlikely friends, they set forth to construct the vessel and subsequently rebuild their lives.",8.371598,/63VLjlm8WHc7KlIcmF4UoVzcp4r.jpg,2017-01-13,0.0,107.0,How far would you go for a lost love?,The Book of Love,6.6,2017
0,429199,tt5222918,fi,Toivon tuolla puolen,A restaurateur befriends a Syrian refugee who  has recently arrived in Finland.,4.992125,/bpPY7qUDUsRHyowCjX8eEDsNqnG.jpg,2017-02-03,0.0,98.0,,The Other Side of Hope,7.3,2017
0,434178,tt6408738,en,Trumped: Inside the Greatest Political Upset of All Time,"In a behind-the-scenes look at the biggest political upset in recent history, Mark Halperin, John Heilemann and Mark McKinnon offer unprecedented access and never-before-seen footage of candidate Trump, from the primaries through the debates to the dawning realization that the controversial businessman will become the 45th President of the United States.",0.317396,/n4eOqRFYJaq2tQUtPcLjnEnqVJO.jpg,2017-01-27,0.0,105.0,How He Grabbed America By The Vote,Trumped: Inside the Greatest Political Upset of All Time,7.8,2017
0,434234,tt2122355,en,Hickey,"Brilliant but insecure, young Ryan has 24 hours to save the store he hates in order to win the heart of the girl he loves.",0.710692,/hMDfl03yLFLS4GXCJcBLlMKzrVT.jpg,2017-01-10,0.0,85.0,"To get the girl he loves, he must save the store he hates.",Hickey,4.3,2017
0,437372,tt6273862,ru,Слишком свободный человек,"A documentary biopic of Boris Nemtsov, a prominent figure of Russian political opposition murdered in Moscow in February of 2015.",0.176653,/uIFJfziCTcZdS8CGEVp9fMkyITi.jpg,2017-02-23,77156.0,126.0,,The Man Who Was Too Free,0.0,2017
0,408509,tt4746516,fr,Orpheline,"A young woman who moves to Paris and has a brush with disaster. The grown-up at last, an accomplished woman, who thought she was safe from her own past. Gradually, these characters come together to form a single heroine.",2.424793,/lotg2lhM8Wew11Kxdluy5ztYuMq.jpg,2017-03-29,0.0,111.0,,Orphan,6.6,2017
4000000,425942,tt5614612,es,Nieve negra,"Accused of killing his brother during adolescence, Salvador lives alone in the middle of Patagonia. Several decades later, his brother Marcos and his sister-in-law Laura, come to convince him to sell the lands they share by inheritance.",10.067238,/9gGGvfJIGE1g0aqqOPkqRwIlKqu.jpg,2017-01-19,1440000.0,90.0,Would you be able to keep a secret?,Black Snow,6.0,2017
0,435351,tt6438918,en,Neal Brennan: 3 Mics,"Wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""Chappelle's Show"" co-creator Neal Brennan.",0.676421,/8IfHaFGrW6MzTxgith9r2ulrxE.jpg,2017-01-17,0.0,65.0,,Neal Brennan: 3 Mics,7.1,2017
0,430780,tt6343706,en,"Michael Bolton's Big, Sexy Valentine's Day Special","After Santa tells Michael Bolton that he needs 75,000 new babies by Christmas to meet toy supply, Michael Bolton hosts a sexy telethon to get the world to star making love.",0.789799,/fomxGvTf5HBtaupI9Rk4UGg43OB.jpg,2017-02-07,0.0,54.0,,"Michael Bolton's Big, Sexy Valentine's Day Special",8.3,2017
0,431244,tt3809276,en,Lost in Florence,"Eric Lazard is a heartbroken former college football star who gets involved in a dangerous Florentine sport and a local woman, Stephanie, while visiting his cousin Anna, who lives in Italy and teaches the Italian language to foreigners.",1.125783,/vZmtk5DoFlpaf26KOrb232wCAhr.jpg,2017-01-27,0.0,97.0,,Lost in Florence,4.6,2017
